seed,seed_target,candidate,feature_type,suggested_target,similarity,purity,coverage,ambiguity,context_rule_hint
top,AMBIGUOUS,opp,char,NEUTRAL,0.6667,0.6667,6,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
就停不下来了,NEUTRAL,停不下来,char,NEUTRAL,0.6667,0.6,6,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
就我,AMBIGUOUS,我早就,char,NEUTRAL,0.6667,0.5556,5,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,Op,char,NEUTRAL,0.6667,0.8333,5,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,PO,char,NEUTRAL,0.6667,0.8333,5,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
第一,AMBIGUOUS,在第一,char,NEUTRAL,0.6667,0.625,5,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,是真的很好,char,NEUTRAL,0.6667,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐：,char,NEUTRAL,0.6667,0.8333,5,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐一,char,NEUTRAL,0.6667,0.5556,5,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,更没有,char,NEUTRAL,0.6667,0.7143,5,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有更,char,NEUTRAL,0.6667,0.625,5,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#香港生活,NEUTRAL,#港硕生活,hash,NEUTRAL,0.6667,0.625,5,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
攻略,NEUTRAL,攻略！,char,NEUTRAL,0.6667,0.8333,5,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
笔记,NEUTRAL,笔记本,char,NEUTRAL,0.6667,0.5556,5,4,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
比我,AMBIGUOUS,我比较,char,NEUTRAL,0.6667,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,生什么事，,char,NEUTRAL,0.6667,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,级推荐,char,NEUTRAL,0.6667,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐吗,char,NEUTRAL,0.6667,0.5714,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,推荐信,char,NEUTRAL,0.6667,0.5714,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
薅羊毛,NEUTRAL,薅羊,char,NEUTRAL,0.6667,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有买,char,NEUTRAL,0.6667,0.6667,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,有没有想,char,NEUTRAL,0.6667,0.6667,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
排队,NEUTRAL,排队！,char,NEUTRAL,0.6667,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
排队,NEUTRAL,排队买,char,NEUTRAL,0.6667,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
排队,NEUTRAL,免排队,char,NEUTRAL,0.6667,0.5714,4,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
入口,NEUTRAL,入口，,char,NEUTRAL,0.6667,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
如何,NEUTRAL,如何？,char,NEUTRAL,0.6667,0.6667,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#2025年,NEUTRAL,025年5月,char,NEUTRAL,0.6667,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
就我,AMBIGUOUS,我就已,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,tP,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
top,AMBIGUOUS,pop,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
第一,AMBIGUOUS,次第一,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
我冇拍,NEUTRAL,拍我,char,NEUTRAL,0.6667,0.6,3,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
app,NEUTRAL,pha,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,不推荐,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
推荐,NEUTRAL,最推荐,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有不,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,有没有小,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
有没有,NEUTRAL,没有投,char,NEUTRAL,0.6667,0.6,3,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
趋势,NEUTRAL,的趋势,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
攻略,NEUTRAL,细攻略,char,NEUTRAL,0.6667,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,生什么,char,NEUTRAL,0.6,0.5625,9,6,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
发生什么事,NEUTRAL,发生什,char,NEUTRAL,0.6,0.5714,8,5,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#搞笑,NEUTRAL,#搞笑日常,hash,NEUTRAL,0.6,0.75,6,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
emo了,AMBIGUOUS,More,char,NEUTRAL,0.6,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
环境很不错,NEUTRAL,环境很,char,NEUTRAL,0.6,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
#2025年,NEUTRAL,25年5,char,NEUTRAL,0.6,0.8,4,1,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
怎么办,NEUTRAL,该怎么办。,char,NEUTRAL,0.6,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
偶然发现,NEUTRAL,然发现，,char,NEUTRAL,0.6,0.6,3,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,真的很好吃，,char,NEUTRAL,0.5714,1.0,6,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,吃是真的很好,char,NEUTRAL,0.5714,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,是真的很好吃,char,NEUTRAL,0.5714,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
真的很好奇,NEUTRAL,好吃是真的很,char,NEUTRAL,0.5714,1.0,5,0,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
不懂就问,NEUTRAL,#不懂就问系列,hash,NEUTRAL,0.5714,0.5714,4,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
就停不下来了,NEUTRAL,到停不下来,char,NEUTRAL,0.5714,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
这是什么广告,NEUTRAL,，这是什么,char,NEUTRAL,0.5714,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
这是什么意思,NEUTRAL,，这是什么,char,NEUTRAL,0.5714,0.6667,4,2,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
这是什么意思,NEUTRAL,什么意思？,char,NEUTRAL,0.5714,0.5714,4,3,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。
peer,AMBIGUOUS,per,char,UP,1.0,0.7667,23,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,Al,char,UP,1.0,0.619,13,7,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,airbnb,word,UP,1.0,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,Airbn,char,UP,1.0,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,la,word,UP,1.0,0.6,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,Top,char,UP,1.0,0.625,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,Offer,char,UP,1.0,0.7143,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
GPA,UP,pag,char,UP,1.0,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,Vlog,char,UP,1.0,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
毕业了,UP,了毕业,char,UP,1.0,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
LA,UP,All,char,UP,1.0,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福了,UP,了幸福,char,UP,1.0,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
接到offer,UP,到offer,char,UP,0.8333,0.5882,10,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
拍出电影感,UP,#拍出电影感,hash,UP,0.8333,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,️Airbn,char,UP,0.8333,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
变妆看我的,UP,#变妆看我的,hash,UP,0.8333,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,#vlog,hash,UP,0.8,0.6585,27,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
博士毕业,UP,#博士毕业,hash,UP,0.8,0.9583,23,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,的offer,char,UP,0.8,0.6,15,6,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
欧洲旅行,UP,#欧洲旅行,hash,UP,0.8,0.7333,11,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
offer,UP,到offer,char,UP,0.8,0.5882,10,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
offer,UP,#offer,hash,UP,0.8,0.5625,9,7,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
offer,UP,offer了,char,UP,0.8,1.0,9,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
幸福的时刻,UP,幸福的时,char,UP,0.8,0.9,9,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,irbn,char,UP,0.8,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,irbnb,char,UP,0.8,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,Airb,char,UP,0.8,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福的时刻,UP,福的时刻,char,UP,0.8,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
毕业快乐,UP,#毕业快乐,hash,UP,0.8,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,了人生照片,char,UP,0.8,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,了人生照片,char,UP,0.8,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,了offer,char,UP,0.8,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
人生照片,UP,的人生照片,char,UP,0.8,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
环球旅行,UP,#环球旅行,hash,UP,0.8,1.0,5,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
vlog,UP,vlog｜,char,UP,0.8,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,的人生照片,char,UP,0.8,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
活在当下,UP,活在当下，,char,UP,0.8,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爱人如养花,UP,爱人如养,char,UP,0.8,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爱人如养花,UP,人如养花,char,UP,0.8,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,offer的,char,UP,0.8,0.5714,4,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
财富自由,UP,#财富自由,hash,UP,0.8,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
玩着玩着就睡着了,UP,就睡着了,char,UP,0.8,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
五星酒店,UP,五星级酒店,char,UP,0.8,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,#人生照片,hash,UP,0.8,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,#人生照片,hash,UP,0.8,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奖励自己,UP,奖励自己一,char,UP,0.8,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fer,char,UP,0.75,0.563,67,36,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,offe,char,UP,0.75,0.5556,65,36,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,ffer,char,UP,0.75,0.5565,64,35,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,log,char,UP,0.75,0.6,36,17,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我好幸福,UP,好幸福,char,UP,0.75,0.8214,23,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,vlo,char,UP,0.75,0.625,20,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太幸福了,UP,幸福了,char,UP,0.75,0.7391,17,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,人生照,char,UP,0.75,0.7619,16,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,生照片,char,UP,0.75,0.7273,16,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,人生照,char,UP,0.75,0.7619,16,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,生照片,char,UP,0.75,0.7273,16,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸运的是,UP,幸运的,char,UP,0.75,0.7895,15,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
博士毕业,UP,士毕业,char,UP,0.75,0.6842,13,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
博士毕业,UP,博士毕,char,UP,0.75,0.7647,13,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
硕士毕业,UP,士毕业,char,UP,0.75,0.6842,13,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大家都,AMBIGUOUS,望大家都,char,UP,0.75,0.6667,12,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,post,char,UP,0.75,0.8333,10,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大家都,AMBIGUOUS,大家都能,char,UP,0.75,0.5625,9,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
女明星,UP,#女明星,hash,UP,0.75,0.8182,9,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太幸福了,UP,太幸福,char,UP,0.75,0.6154,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福了,UP,太幸福了,char,UP,0.75,0.7273,8,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,aper,char,UP,0.75,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,for,word,UP,0.75,0.6364,7,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fre,char,UP,0.75,0.7778,7,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奖励自己,UP,奖励自,char,UP,0.75,0.6364,7,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奖励自己,UP,励自己,char,UP,0.75,0.6364,7,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,paper,char,UP,0.75,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,paper,word,UP,0.75,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,port,char,UP,0.75,0.6667,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我好幸福,UP,我好幸,char,UP,0.75,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
有钱人,UP,#有钱人,hash,UP,0.75,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太有钱了,UP,有钱了,char,UP,0.75,0.75,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,mome,char,UP,0.75,0.625,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,Offe,char,UP,0.75,0.7143,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,free,char,UP,0.75,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
非常开心,UP,非常开,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
拥有属于自己的家,UP,有属于自己的,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
超可爱,UP,超可爱的,char,UP,0.75,0.5556,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
超可爱,UP,超级可爱,char,UP,0.75,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
活在当下,UP,活在当,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我真想哭,UP,我真想,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
良师益友,UP,良师益,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
良师益友,UP,师益友,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
真的美美的6,UP,真的美,char,UP,0.75,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
还很年轻,UP,很年轻,char,UP,0.75,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我还在,AMBIGUOUS,而我还在,char,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,pers,char,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,top1,word,UP,0.75,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,ngap,char,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,efo,char,UP,0.75,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,Fre,char,UP,0.75,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,free,word,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
毕业快乐,UP,业快乐,char,UP,0.75,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
毕业快乐,UP,毕业快,char,UP,0.75,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
马甲线,UP,#马甲线,hash,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
欧洲旅行,UP,欧洲旅,char,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
美美出分了,UP,出分了,char,UP,0.75,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fro,char,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,ref,char,UP,0.75,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太幸福了,UP,了幸福,char,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
海景房,UP,#海景房,hash,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,LOG,char,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,VLO,char,UP,0.75,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
