term,feature_type,suggested_target,count_UP,count_NEUTRAL,count_DOWN,total_docfreq,purity,coverage,ambiguity,ambiguity_label,log_odds_z_UP,chi2_UP,mi_UP,log_odds_z_NEUTRAL,chi2_NEUTRAL,mi_NEUTRAL,log_odds_z_DOWN,chi2_DOWN,mi_DOWN,max_abs_log_odds_z,max_chi2,max_mi,suggested_bucket,context_rule_hint,l1_coef_UP,l1_coef_NEUTRAL,l1_coef_DOWN,l1_available
做准,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
.我是,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
#购物,hash,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
龙虾,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
：东,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
试试，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
当小,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
机考,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
感谢大家的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
ME,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
炒牛肉,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
来1,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
#演员,hash,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
学做,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
么关,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
堪称,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
#AI,hash,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
拿来,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
水中,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
即化,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
入口即,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
入口即化,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
口即,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
口即化,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
字就,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
羊肉,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
，躺在,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
能有这,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
IF,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
校友,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
a/,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
抢，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
得满,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
lary,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
C1,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
入1,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
较好的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
比较好的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
航天,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
近都,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
另一个人,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
求：,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
香了,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
头之,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
，说明,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
亮起来,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
就是有点,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
是偏,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
亮亮的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
舞蹈,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
蒙的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
呆，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
店看,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
谁，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
sand,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
利和,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
相应,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
种植,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
场（,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
好好休,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
好好休息,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
好休,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
好休息,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
风中,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
Pu,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
，其余,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
程和,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
经纪,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
最好的一,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
上我的,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
mak,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
工、,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
好看的，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
的款式,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
你必须,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
你必,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
美剧,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
才，,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
有这么多人,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
的彩色,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
北上,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
”为,char,UP,3,3,1,7,0.4286,3,3,NEUTRAL,0.3739,0.2867,1.7e-05,1.0959,0.2937,1.7e-05,-1.2617,1.1574,8e-05,1.2617,1.1574,8e-05,ambiguous_or_review,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。,0.0,0.0,0.0,True
